song_3,acousticness,chill_music
song_3,instrumentalness,chill_music
song_223,acousticness,chill_music
song_223,instrumentalness,chill_music
song_223,danceability,chill_music
song_304,acousticness,chill_music
song_304,instrumentalness,chill_music
song_542,acousticness,chill_music
song_542,instrumentalness,chill_music
song_733,acousticness,chill_music
song_733,instrumentalness,chill_music
song_786,acousticness,chill_music
song_786,instrumentalness,chill_music
song_817,acousticness,chill_music
song_817,instrumentalness,chill_music
song_854,acousticness,chill_music
song_854,instrumentalness,chill_music
song_858,acousticness,chill_music
song_858,instrumentalness,chill_music
song_866,acousticness,chill_music
song_866,instrumentalness,chill_music
song_874,acousticness,chill_music
song_874,instrumentalness,chill_music
song_926,acousticness,chill_music
song_926,instrumentalness,chill_music
song_926,danceability,chill_music
song_927,acousticness,chill_music
song_927,instrumentalness,chill_music
song_1356,acousticness,chill_music
song_1356,instrumentalness,chill_music
song_1512,acousticness,chill_music
song_1512,instrumentalness,chill_music
song_1515,acousticness,chill_music
song_1515,instrumentalness,chill_music
song_1515,danceability,chill_music
song_1516,acousticness,chill_music
song_1516,instrumentalness,chill_music
song_1517,acousticness,chill_music
song_1517,instrumentalness,chill_music
song_1520,acousticness,chill_music
song_1520,instrumentalness,chill_music
song_1521,acousticness,chill_music
song_1521,instrumentalness,chill_music
song_1522,acousticness,chill_music
song_1522,instrumentalness,chill_music
song_1524,acousticness,chill_music
song_1524,instrumentalness,chill_music
song_1525,acousticness,chill_music
song_1525,instrumentalness,chill_music
song_1526,acousticness,chill_music
song_1526,instrumentalness,chill_music
song_1527,acousticness,chill_music
song_1527,instrumentalness,chill_music
song_1528,acousticness,chill_music
song_1528,instrumentalness,chill_music
song_1529,acousticness,chill_music
song_1529,instrumentalness,chill_music
song_1530,acousticness,chill_music
song_1530,instrumentalness,chill_music
song_1533,acousticness,chill_music
song_1533,instrumentalness,chill_music
song_1533,danceability,chill_music
song_1535,acousticness,chill_music
song_1535,instrumentalness,chill_music
song_1536,acousticness,chill_music
song_1536,instrumentalness,chill_music
song_1538,acousticness,chill_music
song_1538,instrumentalness,chill_music
song_1540,acousticness,chill_music
song_1540,instrumentalness,chill_music
song_1540,danceability,chill_music
song_1541,acousticness,chill_music
song_1541,instrumentalness,chill_music
song_1542,acousticness,chill_music
song_1542,instrumentalness,chill_music
song_1542,danceability,chill_music
song_1544,acousticness,chill_music
song_1544,instrumentalness,chill_music
song_1544,danceability,chill_music
song_1546,acousticness,chill_music
song_1546,instrumentalness,chill_music
song_1547,acousticness,chill_music
song_1547,instrumentalness,chill_music
song_1549,acousticness,chill_music
song_1549,instrumentalness,chill_music
song_1550,acousticness,chill_music
song_1550,instrumentalness,chill_music
song_1551,acousticness,chill_music
song_1551,instrumentalness,chill_music
song_1552,acousticness,chill_music
song_1552,instrumentalness,chill_music
song_1553,acousticness,chill_music
song_1553,instrumentalness,chill_music
song_1554,acousticness,chill_music
song_1554,instrumentalness,chill_music
song_1555,acousticness,chill_music
song_1555,instrumentalness,chill_music
song_1555,danceability,chill_music
song_1556,acousticness,chill_music
song_1556,instrumentalness,chill_music
song_1557,acousticness,chill_music
song_1557,instrumentalness,chill_music
song_1558,acousticness,chill_music
song_1558,instrumentalness,chill_music
song_1560,acousticness,chill_music
song_1560,instrumentalness,chill_music
song_1562,acousticness,chill_music
song_1562,instrumentalness,chill_music
song_1567,acousticness,chill_music
song_1567,instrumentalness,chill_music
song_1570,acousticness,chill_music
song_1570,instrumentalness,chill_music
song_1571,acousticness,chill_music
song_1571,instrumentalness,chill_music
song_1572,acousticness,chill_music
song_1572,instrumentalness,chill_music
song_1572,danceability,chill_music
song_1573,acousticness,chill_music
song_1573,instrumentalness,chill_music
song_1575,acousticness,chill_music
song_1575,instrumentalness,chill_music
song_1594,acousticness,chill_music
song_1594,instrumentalness,chill_music
song_1596,acousticness,chill_music
song_1596,instrumentalness,chill_music
song_1599,acousticness,chill_music
song_1599,instrumentalness,chill_music
song_1602,acousticness,chill_music
song_1602,instrumentalness,chill_music
song_1603,acousticness,chill_music
song_1603,instrumentalness,chill_music
song_1876,acousticness,chill_music
song_1876,instrumentalness,chill_music
song_0,danceability,energy_music
song_0,energy,energy_music
song_1,danceability,energy_music
song_1,energy,energy_music
song_2,danceability,energy_music
song_2,energy,energy_music
song_3,danceability,energy_music
song_3,energy,energy_music
song_3,instrumentalness,energy_music
song_4,danceability,energy_music
song_4,energy,energy_music
song_4,instrumentalness,energy_music
song_5,danceability,energy_music
song_5,energy,energy_music
song_6,danceability,energy_music
song_6,energy,energy_music
song_8,danceability,energy_music
song_8,energy,energy_music
song_9,danceability,energy_music
song_9,energy,energy_music
song_10,danceability,energy_music
song_10,energy,energy_music
song_11,danceability,energy_music
song_11,energy,energy_music
song_12,danceability,energy_music
song_12,energy,energy_music
song_13,danceability,energy_music
song_13,energy,energy_music
song_14,danceability,energy_music
song_14,energy,energy_music
song_15,danceability,energy_music
song_15,energy,energy_music
song_16,danceability,energy_music
song_16,energy,energy_music
song_17,danceability,energy_music
song_17,energy,energy_music
song_18,danceability,energy_music
song_18,energy,energy_music
song_19,danceability,energy_music
song_19,energy,energy_music
song_20,danceability,energy_music
song_20,energy,energy_music
song_21,danceability,energy_music
song_21,energy,energy_music
song_22,danceability,energy_music
song_22,energy,energy_music
song_24,danceability,energy_music
song_24,energy,energy_music
song_25,danceability,energy_music
song_25,energy,energy_music
song_26,danceability,energy_music
song_26,energy,energy_music
song_27,danceability,energy_music
song_27,energy,energy_music
song_28,danceability,energy_music
song_28,energy,energy_music
song_29,danceability,energy_music
song_29,energy,energy_music
song_30,danceability,energy_music
song_30,energy,energy_music
song_31,danceability,energy_music
song_31,energy,energy_music
song_32,danceability,energy_music
song_32,energy,energy_music
song_33,danceability,energy_music
song_33,energy,energy_music
song_34,danceability,energy_music
song_34,energy,energy_music
song_35,danceability,energy_music
song_35,energy,energy_music
song_36,danceability,energy_music
song_36,energy,energy_music
song_37,danceability,energy_music
song_37,energy,energy_music
song_38,danceability,energy_music
song_38,energy,energy_music
song_39,danceability,energy_music
song_39,energy,energy_music
song_40,danceability,energy_music
song_40,energy,energy_music
song_40,instrumentalness,energy_music
song_41,danceability,energy_music
song_41,energy,energy_music
song_42,danceability,energy_music
song_42,energy,energy_music
song_43,danceability,energy_music
song_43,energy,energy_music
song_44,danceability,energy_music
song_44,energy,energy_music
song_45,danceability,energy_music
song_45,energy,energy_music
song_46,danceability,energy_music
song_46,energy,energy_music
song_46,instrumentalness,energy_music
song_47,danceability,energy_music
song_47,energy,energy_music
song_48,danceability,energy_music
song_48,energy,energy_music
song_49,danceability,energy_music
song_49,energy,energy_music
song_50,danceability,energy_music
song_50,energy,energy_music
song_51,danceability,energy_music
song_51,energy,energy_music
song_52,danceability,energy_music
song_52,energy,energy_music
song_54,danceability,energy_music
song_54,energy,energy_music
song_55,danceability,energy_music
song_55,energy,energy_music
song_56,danceability,energy_music
song_56,energy,energy_music
song_58,danceability,energy_music
song_58,energy,energy_music
song_61,danceability,energy_music
song_61,energy,energy_music
song_62,danceability,energy_music
song_62,energy,energy_music
song_62,instrumentalness,energy_music
song_63,danceability,energy_music
song_63,energy,energy_music
song_64,danceability,energy_music
song_64,energy,energy_music
song_65,danceability,energy_music
song_65,energy,energy_music
song_65,instrumentalness,energy_music
song_66,danceability,energy_music
song_66,energy,energy_music
song_67,danceability,energy_music
song_67,energy,energy_music
song_69,danceability,energy_music
song_69,energy,energy_music
song_70,danceability,energy_music
song_70,energy,energy_music
song_70,instrumentalness,energy_music
song_71,danceability,energy_music
song_71,energy,energy_music
song_71,instrumentalness,energy_music
song_72,danceability,energy_music
song_72,energy,energy_music
song_73,danceability,energy_music
song_73,energy,energy_music
song_74,danceability,energy_music
song_74,energy,energy_music
song_75,danceability,energy_music
song_75,energy,energy_music
song_77,danceability,energy_music
song_77,energy,energy_music
song_79,danceability,energy_music
song_79,energy,energy_music
song_80,danceability,energy_music
song_80,energy,energy_music
